name,stars,num_reviews,price,cuisine
Amici II,4 of 5 bubbles,606 reviews,$$ - $$$,Italian
Le Singe Vert,4 of 5 bubbles,116 reviews,$$ - $$$,French
Don't Tell Mama,4 of 5 bubbles,289 reviews,$$ - $$$,American
B.B. King Blues Club,3.5 of 5 bubbles,514 reviews,$$ - $$$,Barbecue
Grotta Azzurra Restaurant,3.5 of 5 bubbles,643 reviews,$$ - $$$,Italian
Hale and Hearty Soups--Lexington Avenue,4.5 of 5 bubbles,92 reviews,$,Soups
Mangia,4 of 5 bubbles,164 reviews,$$ - $$$,Cafe
Le Pain Quotidien,4 of 5 bubbles,193 reviews,$$ - $$$,Cafe
Lupe's East LA Kitchen,4 of 5 bubbles,122 reviews,$$ - $$$,Mexican
Kitchenette,4 of 5 bubbles,128 reviews,$$ - $$$,American
Trestle on Tenth,4 of 5 bubbles,148 reviews,$$ - $$$,American
Il Vagabondo,4.5 of 5 bubbles,200 reviews,$$ - $$$,Italian
LA SIRENE,4.5 of 5 bubbles,136 reviews,$$ - $$$,French
Sant Ambroeus,4 of 5 bubbles,175 reviews,$$ - $$$,Italian
The Park,3.5 of 5 bubbles,449 reviews,$$ - $$$,American
The Mad Hatter Saloon,4.5 of 5 bubbles,57 reviews,$$ - $$$,American
Tre,4.5 of 5 bubbles,96 reviews,$$ - $$$,Italian
Croton Reservoir Tavern,4 of 5 bubbles,151 reviews,$$ - $$$,American
El Sombrero Restaurant,4.5 of 5 bubbles,58 reviews,$$ - $$$,Mexican
Molly Wee Pub,4 of 5 bubbles,157 reviews,$$ - $$$,American
Pio Pio,4 of 5 bubbles,111 reviews,$$ - $$$,Peruvian
Jaiya Thai,4 of 5 bubbles,150 reviews,$$ - $$$,Asian
Arno Ristorante,4 of 5 bubbles,270 reviews,$$ - $$$,Italian
aldea,4.5 of 5 bubbles,253 reviews,$$$$,Portuguese
Buceo 95,4.5 of 5 bubbles,91 reviews,$$ - $$$,Mediterranean
Savore Ristorante,4 of 5 bubbles,219 reviews,$$ - $$$,Italian
City Winery,4 of 5 bubbles,338 reviews,$$ - $$$,American
AGAVE,4 of 5 bubbles,174 reviews,$$ - $$$,Mexican
Pasta Lovers,3.5 of 5 bubbles,432 reviews,$$ - $$$,Italian
Le Zie,4 of 5 bubbles,130 reviews,$$ - $$$,Italian
SuteiShi,4.5 of 5 bubbles,89 reviews,$$ - $$$,Japanese
Le Marais,4 of 5 bubbles,431 reviews,$$$$,Steakhouse
El Azteca,4.5 of 5 bubbles,99 reviews,$$ - $$$,Mexican
Pasha,4 of 5 bubbles,163 reviews,$$ - $$$,Mediterranean
Mr. Dennehy's,4.5 of 5 bubbles,50 reviews,$$ - $$$,American
Bistecca Fiorentina,4 of 5 bubbles,227 reviews,$$ - $$$,Italian
Burrito Box,4.5 of 5 bubbles,62 reviews,$,Mexican
La Boite en Bois,4 of 5 bubbles,194 reviews,$$ - $$$,French
Graffiti,4 of 5 bubbles,114 reviews,$$ - $$$,Asian
Blaue Gans,4 of 5 bubbles,148 reviews,$$ - $$$,German
Aburiya Kinnosuke,4 of 5 bubbles,139 reviews,$$ - $$$,Japanese
Greek Kitchen,4 of 5 bubbles,153 reviews,$$ - $$$,Mediterranean
Nelson Blue,4 of 5 bubbles,118 reviews,$$ - $$$,American
Agozar Cuban Restaurant,4 of 5 bubbles,123 reviews,$$ - $$$,Latin
Lansdowne Road,4.5 of 5 bubbles,109 reviews,$,American
Hakubai,4.5 of 5 bubbles,67 reviews,$$$$,Japanese
Woorijip,4 of 5 bubbles,142 reviews,$,Asian
Table D'Hote,4.5 of 5 bubbles,78 reviews,$$ - $$$,French
Sake Bar Hagi,4 of 5 bubbles,239 reviews,$$ - $$$,Japanese
Trattoria Belvedere,4 of 5 bubbles,190 reviews,$$ - $$$,Italian
A.O.C. L'aile ou la Cuisse,4 of 5 bubbles,273 reviews,$$ - $$$,French
The Half Pint,4 of 5 bubbles,114 reviews,$$ - $$$,American
Hector's Restaurant,4 of 5 bubbles,66 reviews,$,American
Neary's Pub,4.5 of 5 bubbles,72 reviews,$$ - $$$,Irish
Rare Chelsea,4 of 5 bubbles,322 reviews,$$ - $$$,American
Pescatore,4 of 5 bubbles,192 reviews,$$ - $$$,Italian
Murphy's Tavern,4 of 5 bubbles,133 reviews,$$ - $$$,American
Cafe Espanol,4 of 5 bubbles,233 reviews,$$ - $$$,Latin
Lili's 57,4 of 5 bubbles,155 reviews,$$ - $$$,Chinese
Dhaba,4 of 5 bubbles,209 reviews,$$ - $$$,Indian
Brgr,4 of 5 bubbles,186 reviews,$,American
Sfoglia,4 of 5 bubbles,115 reviews,$$$$,Italian
Good Stuff Diner,4 of 5 bubbles,127 reviews,$,American
Acappella Ristorante,4.5 of 5 bubbles,129 reviews,$$$$,Italian
Cafe Select,4 of 5 bubbles,129 reviews,$$ - $$$,Cafe
Little Italy NYC,4 of 5 bubbles,257 reviews,$$ - $$$,Italian
Maya,4 of 5 bubbles,181 reviews,$$ - $$$,Mexican
Ravagh Persian Grill,4 of 5 bubbles,104 reviews,$$ - $$$,Middle Eastern
Antonucci,4.5 of 5 bubbles,105 reviews,$$ - $$$,Italian
Aceluck Thai,4 of 5 bubbles,170 reviews,$$ - $$$,Asian
La Mirabelle,4.5 of 5 bubbles,160 reviews,$$$$,French
Russian Samovar,4 of 5 bubbles,247 reviews,$$ - $$$,European
Sombrero Mexican,3.5 of 5 bubbles,416 reviews,$$ - $$$,Mexican
Hale and Hearty Soups -- 56th Street,4.5 of 5 bubbles,71 reviews,$,Soups
Petrarca Cucina e Vino,4 of 5 bubbles,122 reviews,$$ - $$$,Italian
Gradisca,4.5 of 5 bubbles,130 reviews,$$ - $$$,Italian
Meske,4.5 of 5 bubbles,103 reviews,$$ - $$$,African
Laut,4 of 5 bubbles,167 reviews,$$ - $$$,Asian
Yerba Buena,4.5 of 5 bubbles,109 reviews,$$ - $$$,Latin
Madison Restaurant - First Ave,4 of 5 bubbles,134 reviews,$$ - $$$,American
Sacco Pizza,4.5 of 5 bubbles,87 reviews,$,Italian
Frank,4 of 5 bubbles,123 reviews,$$ - $$$,Italian
Bali Nusa Indah Restaurant,4 of 5 bubbles,131 reviews,$$ - $$$,Asian
Mel's Burger Bar,4 of 5 bubbles,108 reviews,$$ - $$$,American
Bhatti Indian Grill,4 of 5 bubbles,159 reviews,$$ - $$$,Indian
PJ Carney's,4 of 5 bubbles,144 reviews,$$ - $$$,Irish
Masa,4 of 5 bubbles,229 reviews,$$$$,Japanese
Belgian Beer Cafe,4 of 5 bubbles,235 reviews,$$ - $$$,European
Pizza Gruppo,4.5 of 5 bubbles,65 reviews,$$ - $$$,Italian
Piccolo Cafe,4 of 5 bubbles,148 reviews,$,Italian
Mon Petit Cafe Inc,4 of 5 bubbles,166 reviews,$$ - $$$,French
Freddie and Pepper's,4 of 5 bubbles,118 reviews,$,Italian
Marie's Crisis,4.5 of 5 bubbles,148 reviews,,
I Trulli,4 of 5 bubbles,217 reviews,$$ - $$$,Italian
bobo,4 of 5 bubbles,157 reviews,$$$$,French
Georgia's Eastside BBQ,4.5 of 5 bubbles,94 reviews,$$ - $$$,American
Wondee Siam I,4.5 of 5 bubbles,115 reviews,$,Asian
Speedy Deli,4.5 of 5 bubbles,155 reviews,$,American
Sanctuary T,4 of 5 bubbles,145 reviews,$$ - $$$,American
Il Cantinori,4 of 5 bubbles,162 reviews,$$$$,Italian
Ajisai Japanese Restaurant,4.5 of 5 bubbles,121 reviews,$$ - $$$,Japanese
Turkish Cuisine,4 of 5 bubbles,165 reviews,$$ - $$$,Mediterranean
HENRY's,4 of 5 bubbles,170 reviews,$$ - $$$,American
Abigael's,4.5 of 5 bubbles,185 reviews,$$$$,Sushi
Naples 45 Ristorante e Pizzeria,4 of 5 bubbles,280 reviews,$$ - $$$,Italian
Elephant & Castle West,4 of 5 bubbles,138 reviews,$$ - $$$,American
Vintry Wine and Whiskey,4.5 of 5 bubbles,65 reviews,$$ - $$$,American
The Palm Tribeca,4.5 of 5 bubbles,133 reviews,$$$$,American
Zio Ristorante,4.5 of 5 bubbles,111 reviews,$$ - $$$,Italian
Half King,4 of 5 bubbles,155 reviews,$$ - $$$,American
Sobaya,4.5 of 5 bubbles,134 reviews,$$ - $$$,Japanese
P J Moran's,4 of 5 bubbles,192 reviews,$$ - $$$,Irish
Bobby Van's Steakhouse - 54th Street,4 of 5 bubbles,162 reviews,$$$$,American
Majestic Pizza Corp,4.5 of 5 bubbles,101 reviews,$,Italian
Pomodoro,4 of 5 bubbles,164 reviews,$,Italian
Public,4 of 5 bubbles,426 reviews,$$$$,American
Fedora Restaurant,4.5 of 5 bubbles,89 reviews,$$$$,American
Udon West,4 of 5 bubbles,76 reviews,$,Japanese
810 Deli Incorporated,4 of 5 bubbles,271 reviews,$,American
Vago Restaurant,4.5 of 5 bubbles,20 reviews,$$ - $$$,Italian
The Beekman Pub,4.5 of 5 bubbles,63 reviews,$$ - $$$,American
Carlyle Restaurant,4 of 5 bubbles,277 reviews,$$$$,American
Peking Duck House,4 of 5 bubbles,188 reviews,$$ - $$$,Chinese
Maharlika,4 of 5 bubbles,80 reviews,$$ - $$$,Filipino
Bella Napoli,4 of 5 bubbles,258 reviews,$$ - $$$,Italian
Flor De Mayo Restaurant,4 of 5 bubbles,141 reviews,$$ - $$$,Chinese
Deux AMIS,4 of 5 bubbles,100 reviews,$$ - $$$,French
Sala One Nine,4.5 of 5 bubbles,95 reviews,$$ - $$$,Spanish
Tavern on Jane,4.5 of 5 bubbles,108 reviews,$$ - $$$,American
Le Veau D'or,4.5 of 5 bubbles,78 reviews,$$$$,French
Soto,4 of 5 bubbles,147 reviews,$$$$,Japanese
Cavatappo Grill,4.5 of 5 bubbles,68 reviews,$$ - $$$,Italian
Brandy Library,4.5 of 5 bubbles,101 reviews,,
Socarrat Paella Bar,4 of 5 bubbles,174 reviews,$$ - $$$,Seafood
Landmarc,4 of 5 bubbles,246 reviews,$$ - $$$,American
Giorgione,4 of 5 bubbles,102 reviews,$$ - $$$,Italian
B&H Dairy,4.5 of 5 bubbles,72 reviews,$,Soups
Trattoria Dante Caffe Dante,4 of 5 bubbles,94 reviews,$$ - $$$,Cafe
Rosario's Pizzeria,4.5 of 5 bubbles,81 reviews,$,Italian
Golden Unicorn Restaurant,3.5 of 5 bubbles,409 reviews,$$ - $$$,Chinese
Great Jones Cafe,4 of 5 bubbles,74 reviews,$$ - $$$,American
Nanoosh,4 of 5 bubbles,109 reviews,$,Middle Eastern
Beyoglu,4 of 5 bubbles,230 reviews,$$ - $$$,Mediterranean
Madison Bistro,4 of 5 bubbles,210 reviews,$$ - $$$,French
Ammos Estiatorio,4 of 5 bubbles,222 reviews,$$$$,Seafood
Uncle Nick's,4 of 5 bubbles,232 reviews,$$ - $$$,Mediterranean
The Garden at The Four Seasons,4.5 of 5 bubbles,101 reviews,$$$$,American
Brazil Grill,3.5 of 5 bubbles,598 reviews,$$ - $$$,Latin
Trailer Park Lounge and Grill,4 of 5 bubbles,99 reviews,$,American
Vatan,4 of 5 bubbles,159 reviews,$$ - $$$,Indian
American Girl Place Cafe,4 of 5 bubbles,247 reviews,$$ - $$$,American
Degustation,4.5 of 5 bubbles,150 reviews,,
Gee Whiz Restaurant,4 of 5 bubbles,147 reviews,$,American
The Triple Crown Ale House & Restaurant,4 of 5 bubbles,145 reviews,$$ - $$$,American
Cafe du Soleil,4 of 5 bubbles,119 reviews,$$ - $$$,French
McDonald's,3.5 of 5 bubbles,709 reviews,$,American
Erminia Italian Restaurant,4 of 5 bubbles,85 reviews,$$$$,Italian
Stone Street Tavern,4 of 5 bubbles,132 reviews,$$ - $$$,American
Caviar Russe,4.5 of 5 bubbles,98 reviews,$$$$,Seafood
Eat Here Now,4 of 5 bubbles,147 reviews,$,American
Tenzan,4 of 5 bubbles,115 reviews,$$ - $$$,Japanese
Tiny's Giant Sandwich Shop,4.5 of 5 bubbles,68 reviews,$,American
Duane Park,4.5 of 5 bubbles,91 reviews,$$$$,American
El Porron,4 of 5 bubbles,96 reviews,$$ - $$$,Mediterranean
Caravaggio Restaurant,4 of 5 bubbles,163 reviews,$$$$,Italian
Fatty Fish,4 of 5 bubbles,70 reviews,$$ - $$$,American
Lillie's Victorian Establishment,4 of 5 bubbles,125 reviews,$$ - $$$,American
The Petrie Court Cafe,3.5 of 5 bubbles,275 reviews,$$ - $$$,American
Grounded,4.5 of 5 bubbles,46 reviews,$,Cafe
Mudville 9,4 of 5 bubbles,148 reviews,$$ - $$$,American
Le Pain Quotidien - Lexington,4 of 5 bubbles,195 reviews,$$ - $$$,Cafe
The Park Room at The Helmsley Park Lane Hotel,4 of 5 bubbles,182 reviews,$$ - $$$,American
Madangsui,4 of 5 bubbles,135 reviews,$$ - $$$,Asian
Kashkaval,4.5 of 5 bubbles,148 reviews,$$ - $$$,Mediterranean
Famiglia Pizzeria,4 of 5 bubbles,133 reviews,$,Italian
Dim Sum Go Go,4 of 5 bubbles,341 reviews,$,Chinese
Heidelberg Restaurant,4 of 5 bubbles,206 reviews,$$ - $$$,German
Tenzan,4.5 of 5 bubbles,64 reviews,$$ - $$$,Japanese
Tortilla Flats,4 of 5 bubbles,123 reviews,$$ - $$$,Mexican
Lan Zhou Handmade Noodle,4.5 of 5 bubbles,55 reviews,$,Chinese
El Pote Espanol,4 of 5 bubbles,85 reviews,$$ - $$$,Spanish
Queen of Sheba,4 of 5 bubbles,165 reviews,$$ - $$$,African
Inside Park at St Bart's,3.5 of 5 bubbles,203 reviews,$$ - $$$,American
AOA Bar and Grill,3.5 of 5 bubbles,221 reviews,$$ - $$$,American
Byblos Restaurant,4.5 of 5 bubbles,109 reviews,$$ - $$$,Lebanese
Scalinatella Restaurant,4 of 5 bubbles,203 reviews,$$$$,Italian
Dishes,4 of 5 bubbles,81 reviews,$$ - $$$,American
Gabriel's,4 of 5 bubbles,182 reviews,$$$$,Italian
Lasagna Ristorante,4 of 5 bubbles,120 reviews,$$ - $$$,Italian
Benny's Burritos,4 of 5 bubbles,129 reviews,$,Mexican
Pongal,4 of 5 bubbles,149 reviews,$$ - $$$,Indian
Saravanaa Bhavan,4 of 5 bubbles,72 reviews,$$ - $$$,Indian
Blue Note,4 of 5 bubbles,256 reviews,$$ - $$$,American
Hale & Hearty Soups - West 42nd St.,4.5 of 5 bubbles,45 reviews,$,American
Pala,4 of 5 bubbles,83 reviews,$$ - $$$,Italian
Gallo Nero Wine Bar and Grill,4 of 5 bubbles,188 reviews,$$ - $$$,Italian
Carbone Ristorante Italiano,4 of 5 bubbles,218 reviews,$$ - $$$,Italian
Hale and Hearty Soups--Ninth Avenue,4.5 of 5 bubbles,81 reviews,$,American
King's Carriage House,4.5 of 5 bubbles,72 reviews,$$ - $$$,American
Restaurant Riki,4 of 5 bubbles,96 reviews,$$ - $$$,Japanese
15 East Restaurant,4 of 5 bubbles,156 reviews,$$$$,Japanese
Biricchino Northern Italian,4 of 5 bubbles,120 reviews,$$ - $$$,Italian
Open Door Gastropub,4 of 5 bubbles,70 reviews,$$ - $$$,American
Ali Baba Turkish Cuisine,4 of 5 bubbles,215 reviews,$$ - $$$,Mediterranean
D & S Market Place,4.5 of 5 bubbles,37 reviews,$,American
Amelia's Restaurant,4 of 5 bubbles,109 reviews,$,American
Montebello Ristorante Italiano,4 of 5 bubbles,103 reviews,$$ - $$$,Italian
Jack Demsey's,4 of 5 bubbles,129 reviews,$$ - $$$,American
Edward's,4 of 5 bubbles,96 reviews,$$ - $$$,American
Onieal's Restaurant,4 of 5 bubbles,98 reviews,$$ - $$$,American
Elio's Restaurant,4 of 5 bubbles,113 reviews,$$$$,Italian
Spitzer's Corner,4 of 5 bubbles,117 reviews,$$ - $$$,American
Smorgas Chef at Scandinavia House,4 of 5 bubbles,99 reviews,$$ - $$$,European
Arte Cafe,4 of 5 bubbles,247 reviews,$$ - $$$,Italian
Mezzaluna,4.5 of 5 bubbles,74 reviews,$$ - $$$,Italian
Poco,4.5 of 5 bubbles,58 reviews,$$ - $$$,American
Dawat Haute Indian Cuisine,4 of 5 bubbles,173 reviews,$$ - $$$,Indian
Shilla,4 of 5 bubbles,119 reviews,$$ - $$$,Korean
Mr. Broadway,4 of 5 bubbles,192 reviews,$$ - $$$,Kosher
L'Express,4 of 5 bubbles,191 reviews,$$ - $$$,French
pax wholesome food,4 of 5 bubbles,140 reviews,$,American
Gyu-Kaku - Mid Town,4 of 5 bubbles,208 reviews,$$ - $$$,Japanese
Black Shack Burger,4 of 5 bubbles,190 reviews,$,American
Bella Vita Pizzeria,4 of 5 bubbles,179 reviews,$,Pizza
Darbar Grill,4 of 5 bubbles,106 reviews,$$ - $$$,Indian
Michael's,4 of 5 bubbles,92 reviews,$$$$,American
Papillon Bistro & Bar,4 of 5 bubbles,254 reviews,$$ - $$$,American
Nha Trang One,4 of 5 bubbles,116 reviews,$,Asian
Sushi Damo Damo,4 of 5 bubbles,255 reviews,$$ - $$$,Japanese
Ristorante Grifone,4.5 of 5 bubbles,74 reviews,$$$$,Italian
Novita,4 of 5 bubbles,153 reviews,$$$$,Italian
Lucky's Famous Burgers,4 of 5 bubbles,82 reviews,$,American
Pio Pio,4.5 of 5 bubbles,77 reviews,$$ - $$$,Peruvian
Mas,4.5 of 5 bubbles,230 reviews,$$$$,American
Cabana,4 of 5 bubbles,104 reviews,$$ - $$$,Latin
Z Deli Discount Supermarket,4.5 of 5 bubbles,67 reviews,$,American
Bocca,4 of 5 bubbles,97 reviews,$$ - $$$,Italian
Bistro Le Steak,4 of 5 bubbles,92 reviews,$$ - $$$,French
Haru Sushi,4 of 5 bubbles,76 reviews,$$ - $$$,Japanese
Le Pain Quotidien,4 of 5 bubbles,78 reviews,$$ - $$$,Cafe
Despana,4.5 of 5 bubbles,49 reviews,$$ - $$$,Mediterranean
Aangan,4 of 5 bubbles,60 reviews,$$ - $$$,Indian
Scaletta Ristorante,4 of 5 bubbles,102 reviews,$$ - $$$,Italian
Via Emilia,4.5 of 5 bubbles,117 reviews,$$ - $$$,Italian
Bistro 61,4 of 5 bubbles,101 reviews,$$ - $$$,French
Noi Due,4 of 5 bubbles,61 reviews,$$ - $$$,Italian
Rai Rai Ken,4 of 5 bubbles,60 reviews,$,Japanese
Sushi Seki,4 of 5 bubbles,118 reviews,$$$$,Japanese
Ryan Maguire's Ale House,4.5 of 5 bubbles,83 reviews,$$ - $$$,American
Kati Roll Company,4.5 of 5 bubbles,111 reviews,$,Indian
Yuca Bar,4 of 5 bubbles,129 reviews,$$ - $$$,Latin
Kajitsu,4 of 5 bubbles,112 reviews,$$$$,Japanese
Chola,4 of 5 bubbles,184 reviews,$$ - $$$,Indian
Bangkok House,4 of 5 bubbles,215 reviews,$$ - $$$,Asian
Casimir & Co UES,4 of 5 bubbles,62 reviews,$$ - $$$,French
Sandro's,4.5 of 5 bubbles,73 reviews,$$$$,Italian
Gazala Place,4 of 5 bubbles,110 reviews,$$ - $$$,Mediterranean
Sasabune,4.5 of 5 bubbles,85 reviews,$$$$,Japanese
L'asso,4.5 of 5 bubbles,144 reviews,$$ - $$$,Italian
Virage Restaurant,4.5 of 5 bubbles,65 reviews,$$ - $$$,Mediterranean
Casa Bella Restaurant,3.5 of 5 bubbles,600 reviews,$$ - $$$,Italian
Flute Midtown,4.5 of 5 bubbles,76 reviews,$$ - $$$,European
The Pembroke Room,4.5 of 5 bubbles,61 reviews,$$$$,International
Blue Bar,4 of 5 bubbles,168 reviews,$$ - $$$,American
Num Pang Sandwich Shop,4.5 of 5 bubbles,54 reviews,$,Fast Food
David Burke at Bloomingdales,4 of 5 bubbles,202 reviews,$$ - $$$,American
Koronet Pizzeria,4 of 5 bubbles,62 reviews,$,Italian
Vin et Fleurs,4 of 5 bubbles,99 reviews,$$ - $$$,French
Posto Thin Crust Pizza,4.5 of 5 bubbles,83 reviews,$$ - $$$,Italian
Mee Noodle Shop Hell's Kitchen,4 of 5 bubbles,105 reviews,$,Chinese
Sip Sak,4 of 5 bubbles,123 reviews,$$ - $$$,Mediterranean
V & T Pizzeria,4 of 5 bubbles,117 reviews,$$ - $$$,Italian
Shun Lee Palace,3.5 of 5 bubbles,320 reviews,$$$$,Chinese
New York Burger Co.,4 of 5 bubbles,145 reviews,$,American
Tang Pavilion,4 of 5 bubbles,175 reviews,$$ - $$$,Chinese
Bukhara Grill,4 of 5 bubbles,178 reviews,$$ - $$$,Indian
Yakitori Taisho,4 of 5 bubbles,148 reviews,$$ - $$$,Japanese
Bar Six,4 of 5 bubbles,86 reviews,$$ - $$$,French
Chop't,4.5 of 5 bubbles,89 reviews,$,American
Cafe Europa - Sixth Ave,4 of 5 bubbles,164 reviews,$,American
Lugo Cucina,4 of 5 bubbles,167 reviews,$$ - $$$,Italian
A Voce,4 of 5 bubbles,205 reviews,$$$$,Italian
Cassidy's Pub & Restaurant,4 of 5 bubbles,104 reviews,$$ - $$$,Irish
Acqua,4 of 5 bubbles,72 reviews,$$ - $$$,Italian
Boat Basin Cafe,4 of 5 bubbles,168 reviews,$$ - $$$,American
Porto-bello Restaurant,4 of 5 bubbles,72 reviews,$$ - $$$,Italian
Live Bait,4 of 5 bubbles,112 reviews,$$ - $$$,American
Shalel,4.5 of 5 bubbles,40 reviews,$$ - $$$,Mediterranean
Olive Tree Cafe,4 of 5 bubbles,135 reviews,$$ - $$$,Mediterranean
Spice,4 of 5 bubbles,126 reviews,$$ - $$$,Asian
Bricco Restaurant,4 of 5 bubbles,161 reviews,$$ - $$$,Italian
Da Tommaso,4 of 5 bubbles,213 reviews,$$ - $$$,Italian
Restivo Ristorante,4 of 5 bubbles,66 reviews,$$ - $$$,Italian
Chevys Fresh Mex,3.5 of 5 bubbles,754 reviews,$$ - $$$,Mexican
Gourmet Garage,4.5 of 5 bubbles,42 reviews,$$ - $$$,American
Caliente Cab,4 of 5 bubbles,211 reviews,$$ - $$$,Mexican
Famous Famiglia Pizza,4 of 5 bubbles,117 reviews,$,Italian
Maggie's Place,4 of 5 bubbles,116 reviews,$$ - $$$,American
Fusha Asian Cuisine,4 of 5 bubbles,54 reviews,$$ - $$$,Sushi
Mr. Chow - 57th,4 of 5 bubbles,242 reviews,$$$$,Chinese
Maoz,4.5 of 5 bubbles,111 reviews,$,Fast Food
Gabby O'Hara's,4 of 5 bubbles,90 reviews,$$ - $$$,Irish
Terri,4.5 of 5 bubbles,34 reviews,$,American
Cafe Wha,4 of 5 bubbles,144 reviews,$$ - $$$,American
Gaetana's,4 of 5 bubbles,75 reviews,$$ - $$$,Italian
Cafe Metro,4 of 5 bubbles,74 reviews,$,American
Taksim,4 of 5 bubbles,61 reviews,$$ - $$$,Mediterranean
Hakata TonTon,4.5 of 5 bubbles,61 reviews,$$ - $$$,Japanese
Barking Dog Luncheonette,4 of 5 bubbles,93 reviews,$$ - $$$,American
Utopia,4 of 5 bubbles,108 reviews,$,American
Gnocco,4 of 5 bubbles,154 reviews,$$ - $$$,Italian
Malaparte,4 of 5 bubbles,95 reviews,$$ - $$$,Italian
Little Branch,4.5 of 5 bubbles,77 reviews,,
Due Restaurant,4.5 of 5 bubbles,68 reviews,$$ - $$$,Italian
Thalassa,4 of 5 bubbles,119 reviews,$$$$,Seafood
Marumi,4.5 of 5 bubbles,68 reviews,$$ - $$$,Japanese
Pegu Club,4.5 of 5 bubbles,54 reviews,$$ - $$$,Asian
Congee Village,4 of 5 bubbles,158 reviews,$$ - $$$,Chinese
Sushi of Gari,4.5 of 5 bubbles,237 reviews,$$$$,Japanese
Chelsea Grill,4 of 5 bubbles,154 reviews,$$ - $$$,American
A La Turka,4 of 5 bubbles,75 reviews,$$ - $$$,Mediterranean
Persepolis,4 of 5 bubbles,116 reviews,$$ - $$$,Middle Eastern
The Coliseum,4 of 5 bubbles,98 reviews,$$ - $$$,American
Serafina Fabulous Pizza,4 of 5 bubbles,177 reviews,$$ - $$$,Italian
Al's Delicatessen,4 of 5 bubbles,53 reviews,$,American
French Roast - Sixth Ave.,4 of 5 bubbles,122 reviews,$$ - $$$,French
Las Ramblas,4.5 of 5 bubbles,82 reviews,$$ - $$$,Spanish
San Pietro Ristorante,4 of 5 bubbles,101 reviews,$$$$,Italian
Max Soha,4 of 5 bubbles,67 reviews,$$ - $$$,Italian
Jazz at Kitano,4 of 5 bubbles,70 reviews,$$$$,Sushi
Oriental Garden Restaurant,4 of 5 bubbles,162 reviews,$$ - $$$,Chinese
Tabata Noodle,4 of 5 bubbles,105 reviews,$,Japanese
The House,4 of 5 bubbles,112 reviews,$$ - $$$,American
Shanghai Cuisine,3.5 of 5 bubbles,167 reviews,$$ - $$$,Chinese
Hasaki,4.5 of 5 bubbles,63 reviews,$$ - $$$,Japanese
Cafe Evergreen,4.5 of 5 bubbles,45 reviews,$$ - $$$,Chinese
Phebes,4.5 of 5 bubbles,69 reviews,$$ - $$$,American
Mr Biggs Bar & Grill,4 of 5 bubbles,171 reviews,$$ - $$$,American
Agra Indian & Pakistan Rest,4.5 of 5 bubbles,68 reviews,$$ - $$$,Indian
Social Bar,4 of 5 bubbles,128 reviews,$$ - $$$,American
Cucina & Co.,3.5 of 5 bubbles,211 reviews,$$ - $$$,American
Off the Wagon,4 of 5 bubbles,59 reviews,$,American
Santa FE Restaurant,4 of 5 bubbles,84 reviews,$$ - $$$,Mexican
Tataki Japanese Restaurant,4.5 of 5 bubbles,56 reviews,$$ - $$$,Japanese
The Coffee Shop,3.5 of 5 bubbles,257 reviews,$$ - $$$,American
Abraco,4.5 of 5 bubbles,45 reviews,$,Cafe
Stitch Bar & Lounge,4 of 5 bubbles,48 reviews,$$ - $$$,American
Three Guys Restaurant,4 of 5 bubbles,215 reviews,$$ - $$$,American
Bobby Van's Steakhouse & Grill,4 of 5 bubbles,221 reviews,$$$$,American
Trattoria Casa di Isacco,4 of 5 bubbles,208 reviews,$$ - $$$,Italian
Daniel's Bagels,4.5 of 5 bubbles,80 reviews,$,American
Pierre Loti Wine Bar,4.5 of 5 bubbles,47 reviews,$$ - $$$,Mediterranean
Il Bastardo,4 of 5 bubbles,125 reviews,$$ - $$$,Italian
Sushi Ann,4 of 5 bubbles,107 reviews,$$$$,Japanese
Vivolo Restaurant,4.5 of 5 bubbles,85 reviews,$$ - $$$,Italian
Bierhaus NYC,3.5 of 5 bubbles,187 reviews,$$ - $$$,German
Cacio e Vino,4.5 of 5 bubbles,102 reviews,$$ - $$$,Italian
Hollywood Diner,4 of 5 bubbles,98 reviews,$,American
Perilla,4.5 of 5 bubbles,202 reviews,$$$$,American
Old John's Luncheonette,4 of 5 bubbles,74 reviews,$,American
Barrio Chino,4 of 5 bubbles,106 reviews,$$ - $$$,Mexican
Ben's Pizza,4 of 5 bubbles,90 reviews,$,Italian
Awash - Downtown,4.5 of 5 bubbles,28 reviews,$$ - $$$,African
noodle village,4 of 5 bubbles,75 reviews,$,Chinese
Club Macanudo,4.5 of 5 bubbles,85 reviews,$$$$,American
Majestic Delicatessen,3.5 of 5 bubbles,403 reviews,$$ - $$$,American
Cafe Loup,4 of 5 bubbles,100 reviews,$$ - $$$,French
Alidoro,4.5 of 5 bubbles,33 reviews,,Italian
Takahachi Tribeca Restaurant,4.5 of 5 bubbles,37 reviews,$$ - $$$,Japanese
Bonchon,4 of 5 bubbles,127 reviews,$$ - $$$,Asian
Fine & Schapiro,4 of 5 bubbles,58 reviews,$$ - $$$,American
Oxford Cafe,4 of 5 bubbles,157 reviews,$,American
Ollie's Sichuan Restaurant,3.5 of 5 bubbles,202 reviews,$$ - $$$,Chinese
Celeste,4 of 5 bubbles,209 reviews,$$ - $$$,Italian
Joseph's Restaurant,4 of 5 bubbles,44 reviews,$$ - $$$,Italian
Bacaro,4 of 5 bubbles,69 reviews,$$ - $$$,Italian
