name,stars,num_reviews,price,cuisine
Sette Mezzo,4 of 5 bubbles,68 reviews,$$$$,Italian
Sable's Smoked Fish,4 of 5 bubbles,37 reviews,,American
Finestra,4 of 5 bubbles,36 reviews,$$ - $$$,Italian
Sutton Pizzeria,4.5 of 5 bubbles,18 reviews,,Italian
107 West,4 of 5 bubbles,30 reviews,$$ - $$$,American
Hi-Life Bar & Grill,4 of 5 bubbles,52 reviews,$$ - $$$,American
Caffe Vivaldi,4.5 of 5 bubbles,25 reviews,$$ - $$$,Cafe
Hana Sushi,4 of 5 bubbles,25 reviews,$$ - $$$,Japanese
Round Table Restaurant,3.5 of 5 bubbles,131 reviews,$$ - $$$,American
Xe Lua,4 of 5 bubbles,51 reviews,$,Asian
Harrington's Bar & Grill,3.5 of 5 bubbles,213 reviews,$$ - $$$,American
Mana,4 of 5 bubbles,27 reviews,$$ - $$$,Japanese
Sophie's Cuban Cuisine,4 of 5 bubbles,40 reviews,$,Latin
Milano Bar,4.5 of 5 bubbles,19 reviews,,
Toscana Restaurant,4.5 of 5 bubbles,7 reviews,$$ - $$$,Italian
Pie,4.5 of 5 bubbles,21 reviews,$,Italian
Pravda,4 of 5 bubbles,70 reviews,$$ - $$$,Russian
Momokawa,4 of 5 bubbles,31 reviews,$$ - $$$,Japanese
Vico Madison Avenue Ristorante,4 of 5 bubbles,47 reviews,$$$$,Italian
Cafe 71,4 of 5 bubbles,35 reviews,$,Pizza
Vermilion,3.5 of 5 bubbles,87 reviews,$$ - $$$,Indian
Hyo Dong Gak,4 of 5 bubbles,71 reviews,$$ - $$$,Chinese
la Parisienne,4 of 5 bubbles,107 reviews,$$ - $$$,American
Antika Pizzeria,4 of 5 bubbles,34 reviews,$$ - $$$,Italian
Ward III,4.5 of 5 bubbles,40 reviews,$$ - $$$,American
Mikaku,4.5 of 5 bubbles,16 reviews,$,Japanese
Nha Trang Centre,4 of 5 bubbles,49 reviews,$,Asian
mizu sushi,4 of 5 bubbles,47 reviews,$$ - $$$,Japanese
Lamarca,4 of 5 bubbles,32 reviews,$$ - $$$,Italian
Croxley Ales,4.5 of 5 bubbles,23 reviews,$,American
Felice Wine Bar,4 of 5 bubbles,52 reviews,$$ - $$$,Italian
Big Al's Chicago Style Pizza,4.5 of 5 bubbles,28 reviews,$,Italian
Essex House,4 of 5 bubbles,83 reviews,$$$$,American
Canyon Road,4 of 5 bubbles,38 reviews,$$ - $$$,Mexican
Almond Tribeca,4.5 of 5 bubbles,18 reviews,$$ - $$$,American
Pinto Restaurant,4.5 of 5 bubbles,56 reviews,$$ - $$$,Asian
Dallas BBQ,3.5 of 5 bubbles,110 reviews,$$ - $$$,American
Rue B,4 of 5 bubbles,27 reviews,$$ - $$$,
Brother Jimmy's BBQ,4 of 5 bubbles,83 reviews,$$ - $$$,American
Smith and Mills,4 of 5 bubbles,45 reviews,$$ - $$$,
Nancy Whiskey Pub,4 of 5 bubbles,65 reviews,$,
Cafe Zaiya,4 of 5 bubbles,46 reviews,$,Japanese
Asia Society and Museum Garden Court Cafe,4.5 of 5 bubbles,43 reviews,$$ - $$$,Asian
Hotel 31,4 of 5 bubbles,28 reviews,,American
Roc Restaurant,4 of 5 bubbles,79 reviews,$$ - $$$,Italian
Seoul Garden,4 of 5 bubbles,50 reviews,$$ - $$$,Asian
Society Cafe,4.5 of 5 bubbles,8 reviews,$$ - $$$,American
Westside Restaurant,3.5 of 5 bubbles,55 reviews,$$ - $$$,American
Ichie Japanese Restaurant,4.5 of 5 bubbles,20 reviews,$$ - $$$,Japanese
Khyber Pass,4 of 5 bubbles,23 reviews,$$ - $$$,Middle Eastern
Eata Pita,4 of 5 bubbles,30 reviews,$,Fast Food
Sophie's Cuban Cuisine,4.5 of 5 bubbles,46 reviews,$,Latin
Roti Roll - Bombay Frankie,4.5 of 5 bubbles,19 reviews,$,Indian
Barfly Sports Bar & Restaurant,4.5 of 5 bubbles,24 reviews,$,American
Shinbashi,4 of 5 bubbles,49 reviews,$$ - $$$,Japanese
Puck Fair,4 of 5 bubbles,41 reviews,$$ - $$$,American
Keat's Bar and Restaurant,4 of 5 bubbles,41 reviews,$$ - $$$,American
Men Kui Tei,4 of 5 bubbles,53 reviews,$,Japanese
Gam Mee Ok,3.5 of 5 bubbles,68 reviews,$$ - $$$,Asian
Pad Thai,4 of 5 bubbles,72 reviews,$$ - $$$,Asian
City Market Cafe,4.5 of 5 bubbles,15 reviews,$,American
Maz Mezcal Mexican Restaurant,4 of 5 bubbles,64 reviews,$$ - $$$,Mexican
Ginza,4 of 5 bubbles,34 reviews,$$ - $$$,Japanese
Chef Ho's Peking Duck Grill,4 of 5 bubbles,72 reviews,$$ - $$$,Chinese
Devi,4 of 5 bubbles,106 reviews,$$$$,Indian
Above,3.5 of 5 bubbles,46 reviews,$$ - $$$,American
Choshi,4 of 5 bubbles,28 reviews,$$ - $$$,Japanese
Songkran,4 of 5 bubbles,42 reviews,$$ - $$$,Asian
Tiffin Wallah,4 of 5 bubbles,86 reviews,$,Indian
Cosi,4 of 5 bubbles,32 reviews,$,Cafe
Royal SIAM Thai Cuisine,4 of 5 bubbles,69 reviews,$$ - $$$,Asian
Doc Watson's,4 of 5 bubbles,40 reviews,$$ - $$$,American
Julius Restaurant,4.5 of 5 bubbles,17 reviews,$,American
Swift,4 of 5 bubbles,22 reviews,,
Sophie's Cuban Cuisine,4 of 5 bubbles,40 reviews,$,Latin
Papaya Dog,3.5 of 5 bubbles,95 reviews,$,American
Dieci,4 of 5 bubbles,27 reviews,$$ - $$$,Asian
Effy's Cafe,4 of 5 bubbles,25 reviews,$,Cafe
SobaKoh Restaurant,4.5 of 5 bubbles,22 reviews,$$ - $$$,Japanese
Tre Sorelle,4 of 5 bubbles,28 reviews,$$ - $$$,Italian
Ooki Sushi,4 of 5 bubbles,29 reviews,$$ - $$$,Japanese
Turkuaz Fine Turkish Cuisine,4 of 5 bubbles,67 reviews,$$ - $$$,Mediterranean
Sanpanino,5 of 5 bubbles,11 reviews,$,Italian
Yakiniku Gen,4.5 of 5 bubbles,13 reviews,,
Prohibition,4 of 5 bubbles,43 reviews,$$ - $$$,American
Sunburst espresso bar,4 of 5 bubbles,40 reviews,$$ - $$$,American
East Japanese Restaurant,4 of 5 bubbles,42 reviews,$$ - $$$,Japanese
Curry in a Hurry,3.5 of 5 bubbles,145 reviews,$,Indian
Chop't,4.5 of 5 bubbles,46 reviews,$,American
Sake Bar Satsko,5 of 5 bubbles,13 reviews,,Japanese
East Village Thai Restaurant,4.5 of 5 bubbles,16 reviews,,Thai
Blockheads Burritos,4 of 5 bubbles,57 reviews,$,Mexican
Noodle bar,4.5 of 5 bubbles,46 reviews,$,Asian
Riviera Cafe,3.5 of 5 bubbles,94 reviews,$$ - $$$,American
Dave & Buster's,3.5 of 5 bubbles,208 reviews,$$ - $$$,American
Lovely Day Restaurant,4 of 5 bubbles,83 reviews,$$ - $$$,Asian
Taqueria y Fonda la Mexicana,4 of 5 bubbles,38 reviews,$,Mexican
Crema Restaurante,4 of 5 bubbles,83 reviews,$$ - $$$,Mexican
Pata Negra,4.5 of 5 bubbles,30 reviews,$$ - $$$,Spanish
Bellini Restaurant,4 of 5 bubbles,33 reviews,$$ - $$$,Italian
Demarchelier,3.5 of 5 bubbles,195 reviews,$$ - $$$,French
Village Natural,4 of 5 bubbles,26 reviews,$$ - $$$,Vegetarian Friendly
Cucina & Company,4 of 5 bubbles,65 reviews,$$ - $$$,American
Sunrise Mart,4 of 5 bubbles,20 reviews,$,Sushi
Bello Giardino,4 of 5 bubbles,67 reviews,$$ - $$$,Italian
Arabelle,4 of 5 bubbles,38 reviews,,
OK 218 Grand Restaurant,4.5 of 5 bubbles,15 reviews,,Chinese
Hale & Hearty Soups,4.5 of 5 bubbles,26 reviews,$,Soups
Strokos Gourmet Deli,4 of 5 bubbles,28 reviews,$,Pizza
Tina's,4 of 5 bubbles,39 reviews,$,Latin
Lily’s Bar,4 of 5 bubbles,31 reviews,$$ - $$$,American
Smilers Delicatessan Stores,4 of 5 bubbles,47 reviews,$,American
Staghorn Steakhouse,3.5 of 5 bubbles,55 reviews,$$$$,American
Lelabar,4.5 of 5 bubbles,23 reviews,$$ - $$$,
Kang Suh,4 of 5 bubbles,94 reviews,$$ - $$$,Barbecue
Pangea,4 of 5 bubbles,27 reviews,$$ - $$$,Italian
Umberto's Clam House,3.5 of 5 bubbles,284 reviews,$$ - $$$,Italian
Suzu Sushi Corporation,4 of 5 bubbles,24 reviews,$$ - $$$,Japanese
Gourmet Park,4.5 of 5 bubbles,6 reviews,,Delicatessen
Royale,4 of 5 bubbles,13 reviews,,
Hanci Turkish Cuisine,4.5 of 5 bubbles,49 reviews,$$ - $$$,Turkish
Malachy's Donegal Inn,4 of 5 bubbles,29 reviews,$,American
Sun-Chan,4 of 5 bubbles,19 reviews,$$ - $$$,Japanese
Jack Dempsey Restaurant,4 of 5 bubbles,75 reviews,$$ - $$$,American
Ogawa,4.5 of 5 bubbles,8 reviews,$$ - $$$,Japanese
Sophie’s Cuban Cuisine,4 of 5 bubbles,20 reviews,,Latin
Rainbow Falafel,4.5 of 5 bubbles,17 reviews,$,Fast Food
Hudson Bar & Grill,4 of 5 bubbles,42 reviews,$$ - $$$,American
Down The Hatch,4 of 5 bubbles,13 reviews,$,American
Barbone,4.5 of 5 bubbles,40 reviews,$$ - $$$,Italian
French Roast Cafe Downtown,4 of 5 bubbles,53 reviews,$$ - $$$,French
Amber - 3rd Avenue,4.5 of 5 bubbles,27 reviews,$$ - $$$,Chinese
Stromboli Pizza INC,4.5 of 5 bubbles,25 reviews,$,Pizza
La Nacional Restaurant,4 of 5 bubbles,51 reviews,$$ - $$$,Mediterranean
Ramen Setagaya,3.5 of 5 bubbles,70 reviews,$,Japanese
Sidecar,4 of 5 bubbles,36 reviews,$$ - $$$,American
Jivamuktea Cafe,4.5 of 5 bubbles,17 reviews,,Cafe
Ray's Pizza,4 of 5 bubbles,143 reviews,$,Italian
Gobo - Greenwich Village,4.5 of 5 bubbles,132 reviews,$$ - $$$,Asian
Sweet Life Cafe,4.5 of 5 bubbles,15 reviews,$,Cafe
Haandi Restaurant,4 of 5 bubbles,40 reviews,$,Pakistani
Famous Dave's,3.5 of 5 bubbles,217 reviews,$$ - $$$,American
The Organic Grill,4 of 5 bubbles,50 reviews,$$ - $$$,Healthy
La Nueva Victoria,4 of 5 bubbles,15 reviews,$$ - $$$,Chinese
Nippon Restaurant,4 of 5 bubbles,60 reviews,$$$$,Japanese
Caffe Napoli,3.5 of 5 bubbles,562 reviews,$$ - $$$,Italian
Manganaro's Hero Boy,3.5 of 5 bubbles,39 reviews,$$ - $$$,Italian
Butterfield 8,4 of 5 bubbles,37 reviews,$$ - $$$,American
Bagel Cafe - Ray's Pizza,3.5 of 5 bubbles,68 reviews,$,Pizza
Neofytos Deli Incorporated,4.5 of 5 bubbles,13 reviews,$,Delicatessen
Pound & Pence,3.5 of 5 bubbles,39 reviews,$$ - $$$,British
ShunLee West,3.5 of 5 bubbles,247 reviews,$$ - $$$,Chinese
Citarella,4 of 5 bubbles,17 reviews,,
Indian Tandoor-Oven Restaurant,4 of 5 bubbles,35 reviews,$$ - $$$,Indian
Sido Falafel & More,4 of 5 bubbles,27 reviews,$,Lebanese
V-Nam Cafe,4.5 of 5 bubbles,13 reviews,$,Asian
Dan Tempura House,4 of 5 bubbles,35 reviews,$$ - $$$,Japanese
Cho Cho San,4 of 5 bubbles,18 reviews,$$ - $$$,Japanese
Oita Sushi,4.5 of 5 bubbles,12 reviews,,Japanese
Spain Restaurant & Bar,4 of 5 bubbles,52 reviews,$$ - $$$,Spanish
Luigi's Pizzeria,4.5 of 5 bubbles,24 reviews,,Italian
The Bean,4 of 5 bubbles,57 reviews,$,Cafe
Ajisen Ramen,4 of 5 bubbles,27 reviews,$,Chinese
Sidewalk Cafe,3.5 of 5 bubbles,41 reviews,$$ - $$$,American
Max,4 of 5 bubbles,62 reviews,$$ - $$$,Italian
Smorgas Chef,4 of 5 bubbles,51 reviews,$$ - $$$,European
Koyzina Kafe,4.5 of 5 bubbles,23 reviews,,American
Bistro Cassis,3.5 of 5 bubbles,123 reviews,$$ - $$$,European
Noodles 28,4 of 5 bubbles,42 reviews,$$ - $$$,Chinese
Lenzs Delicatessen,5 of 5 bubbles,3 reviews,,Pizza
Onegin,4 of 5 bubbles,77 reviews,$$ - $$$,Russian
In Vino Restaurant and Wine Bar,4 of 5 bubbles,43 reviews,$$ - $$$,Italian
Cancun Restaurant,3.5 of 5 bubbles,101 reviews,$$ - $$$,Mexican
Jim Brady's Restaurant,4 of 5 bubbles,58 reviews,$$ - $$$,American
Regional,3.5 of 5 bubbles,74 reviews,$$ - $$$,Italian
Le French Diner,4 of 5 bubbles,31 reviews,$$ - $$$,French
Grill Room at The Four Seasons,4 of 5 bubbles,28 reviews,$$$$,American
Pierre Loti West,4 of 5 bubbles,22 reviews,$$ - $$$,Mediterranean
Grand Sichuan International - Chelsea,3.5 of 5 bubbles,71 reviews,$$ - $$$,Chinese
Kitaro Sushi,3.5 of 5 bubbles,16 reviews,,Japanese
Bite,5 of 5 bubbles,7 reviews,,
Punjabi Grocery & Deli,4.5 of 5 bubbles,9 reviews,$,Indian
P.J. Charlton,4 of 5 bubbles,11 reviews,$$ - $$$,Italian
Pasta Lovers - Broadway,3.5 of 5 bubbles,41 reviews,$$ - $$$,Italian
Patsy's Pizzeria - 2nd Ave,4 of 5 bubbles,69 reviews,$$ - $$$,Pizza
Atomic Wings 9th Ave,4 of 5 bubbles,41 reviews,$,American
Vizio,4 of 5 bubbles,32 reviews,$$ - $$$,American
Ciao for Now,4.5 of 5 bubbles,28 reviews,$$ - $$$,Soups
Sushi West,4 of 5 bubbles,24 reviews,$$ - $$$,Japanese
Cafe 2,4.5 of 5 bubbles,31 reviews,$$ - $$$,Italian
K.L. Malaysia Beef Jerky Inc.,4.5 of 5 bubbles,7 reviews,,Barbecue
Hoomoos Asli,4 of 5 bubbles,29 reviews,$,Mediterranean
St. Marks Ale House,4 of 5 bubbles,26 reviews,$$ - $$$,
Kuma Inn,4 of 5 bubbles,45 reviews,$$ - $$$,Asian
Fuel Grill & Juice Bar,5 of 5 bubbles,12 reviews,,Healthy
The Harrison,4 of 5 bubbles,85 reviews,$$ - $$$,American
53rd Street Deli,4 of 5 bubbles,20 reviews,$,Cafe
Ditch Plains,3.5 of 5 bubbles,50 reviews,$$ - $$$,American
El Cocotero,4 of 5 bubbles,73 reviews,$$ - $$$,Latin
Tamba Indian Grill and Bar,4 of 5 bubbles,48 reviews,$$ - $$$,Indian
The Lion,3.5 of 5 bubbles,119 reviews,$$$$,American
Chelton's Bar & Grill,4 of 5 bubbles,16 reviews,$$ - $$$,American
Etc. Etc.,4 of 5 bubbles,13 reviews,,Italian
Per Lei,4 of 5 bubbles,65 reviews,$$ - $$$,Italian
Mary O's,4.5 of 5 bubbles,19 reviews,$$ - $$$,Irish
Coopertown Restaurant,4.5 of 5 bubbles,8 reviews,,American
Udon West,4 of 5 bubbles,31 reviews,$,Asian
bite,4 of 5 bubbles,22 reviews,$,Cafe
Cafe el Portal,4.5 of 5 bubbles,26 reviews,,Mexican
The Hideaway,4.5 of 5 bubbles,7 reviews,$$ - $$$,American
Che' Bella,4.5 of 5 bubbles,9 reviews,$,Italian
Johnny Utah's NYC,3.5 of 5 bubbles,170 reviews,$$ - $$$,American
Barrow Street Ale House,4 of 5 bubbles,26 reviews,$,American
Lenny's Sub Shop,4.5 of 5 bubbles,25 reviews,$$ - $$$,Fast Food
Jimbos Hamburger Place,4.5 of 5 bubbles,13 reviews,,Fast Food
Al Dente Restaurant,4 of 5 bubbles,72 reviews,$$ - $$$,Italian
Nomado 33,4 of 5 bubbles,29 reviews,$$ - $$$,Sushi
Suspenders,4 of 5 bubbles,29 reviews,$$ - $$$,American
Andaz,4 of 5 bubbles,44 reviews,$$ - $$$,Indian
Pizza 33,4 of 5 bubbles,38 reviews,$,Pizza
Cilantro,4 of 5 bubbles,83 reviews,$$ - $$$,Mexican
Church & Dey,3.5 of 5 bubbles,76 reviews,$$ - $$$,American
Edo,4.5 of 5 bubbles,15 reviews,$,Japanese
Salumeria Biellese,4 of 5 bubbles,10 reviews,$,Italian
Drop Off Service,4.5 of 5 bubbles,9 reviews,$,
Pastafina Restaurant,4.5 of 5 bubbles,4 reviews,,Pizza
Parma Restaurant,4 of 5 bubbles,38 reviews,$$ - $$$,Italian
Cafe Panino Mucho Giusto,4 of 5 bubbles,13 reviews,$,Cafe
Downtown Bakery,4.5 of 5 bubbles,8 reviews,$,Mexican
Cafe Ronda,4 of 5 bubbles,66 reviews,$$ - $$$,Spanish
Caffe Bacio,4.5 of 5 bubbles,7 reviews,,
Milanes Spanish Restaurant,4.5 of 5 bubbles,9 reviews,$,Spanish
Reservoir Bar and Grill,4 of 5 bubbles,20 reviews,$$ - $$$,
La Mediterranee,4 of 5 bubbles,68 reviews,$$ - $$$,French
Peep,4 of 5 bubbles,97 reviews,$$ - $$$,Asian
Yee Li,4 of 5 bubbles,41 reviews,$,Chinese
Zerza,4 of 5 bubbles,44 reviews,$$ - $$$,Moroccan
Caffe Cielo,4 of 5 bubbles,34 reviews,$$ - $$$,Italian
El Castillo De Jagua,4 of 5 bubbles,24 reviews,$,Caribbean
Mandarin Court Restaurant,3.5 of 5 bubbles,88 reviews,$$ - $$$,Chinese
Riposo 72,4 of 5 bubbles,27 reviews,$$ - $$$,
The Bourgeois Pig,4.5 of 5 bubbles,33 reviews,$$ - $$$,
Boka,4 of 5 bubbles,33 reviews,$$ - $$$,Korean
99 Miles to Philly,4 of 5 bubbles,36 reviews,$,American
Lederhosen,4 of 5 bubbles,42 reviews,$$ - $$$,German
Lenny's Sub Shop,4 of 5 bubbles,93 reviews,$,American
Kaede Japanese Restaurant,4.5 of 5 bubbles,7 reviews,$,Japanese
Sultan Turkish Restaurant,5 of 5 bubbles,1 review,,Turkish
Panade,5 of 5 bubbles,2 reviews,,
Tea,5 of 5 bubbles,1 review,$$ - $$$,American
Mr. Jones,5 of 5 bubbles,1 review,,
92,5 of 5 bubbles,1 review,,
Arcadia Deli,5 of 5 bubbles,1 review,,Delicatessen
Lite Touch on A,5 of 5 bubbles,1 review,$$ - $$$,African
Nellie's,5 of 5 bubbles,1 review,,
Taste Good,5 of 5 bubbles,1 review,$$ - $$$,Asian
Satsko,5 of 5 bubbles,2 reviews,$$ - $$$,Japanese
N,5 of 5 bubbles,1 review,,Spanish
Ponti Rossi,5 of 5 bubbles,1 review,$$ - $$$,Italian
Golden Garden,5 of 5 bubbles,2 reviews,,
Kam-Wei Kitchen,5 of 5 bubbles,1 review,,Chinese
Indian Cafe,5 of 5 bubbles,1 review,$$ - $$$,Indian
Backyard Chicken,5 of 5 bubbles,1 review,,Latin
Bennie's,5 of 5 bubbles,2 reviews,,
Daily Soup - E. 43rd St.,5 of 5 bubbles,1 review,,
La Cantina Cucina Italiana,5 of 5 bubbles,5 reviews,,Italian
Chiavenna's Ristorante,5 of 5 bubbles,1 review,,Italian
Alonzo's Restaurant,5 of 5 bubbles,1 review,,American
Chinese Mission,5 of 5 bubbles,1 review,,Chinese
Pinocchio,5 of 5 bubbles,5 reviews,,
Cafe Trend,5 of 5 bubbles,1 review,,Delicatessen
Rock II,5 of 5 bubbles,1 review,,Italian
Masala Restaurant and Bar,5 of 5 bubbles,1 review,,Indian
Manhattan Country Club,5 of 5 bubbles,2 reviews,,American
Khan Restaurant,5 of 5 bubbles,2 reviews,,Indian
1000 Food Incorporated,5 of 5 bubbles,1 review,,Pizza
Saporito's Deli Incorporated,5 of 5 bubbles,1 review,,Delicatessen
Fresh Tortilla,5 of 5 bubbles,1 review,,Mexican
La Mercado,5 of 5 bubbles,3 reviews,,
The Institute of Culinary Education,5 of 5 bubbles,2 reviews,,Steakhouse
Pop,5 of 5 bubbles,1 review,,American
Baked Ideas,5 of 5 bubbles,1 review,,
Tudor Cafe,5 of 5 bubbles,1 review,,
Vago Restaurant,5 of 5 bubbles,3 reviews,,Italian
Alibaba of the West Side,5 of 5 bubbles,2 reviews,,
Giambone Restaurant,4.5 of 5 bubbles,3 reviews,$$ - $$$,Italian
Bruno Ravioli & Catering,5 of 5 bubbles,5 reviews,,
THAINY,4 of 5 bubbles,43 reviews,$$ - $$$,Asian
Bamboleo,4 of 5 bubbles,49 reviews,,
Miyabi Sushi,4 of 5 bubbles,29 reviews,$$ - $$$,Japanese
Murphy's Pub,4.5 of 5 bubbles,23 reviews,$$ - $$$,American
Joseph's,5 of 5 bubbles,4 reviews,$$$$,American
Cafe Con Leche,4 of 5 bubbles,58 reviews,$$ - $$$,Cafe
San Loco,3.5 of 5 bubbles,21 reviews,$$ - $$$,Mexican
Walker Luncheonette,3 of 5 bubbles,2 reviews,,
Washington Jefferson Hotel,4 of 5 bubbles,36 reviews,$$ - $$$,American
Mangiami,4.5 of 5 bubbles,4 reviews,,
Mint,3.5 of 5 bubbles,154 reviews,$$ - $$$,Indian
NewsBar--University Place,4 of 5 bubbles,16 reviews,$,Cafe
Rosemarie's,4.5 of 5 bubbles,6 reviews,,Italian
Terakawa Ramen,4 of 5 bubbles,37 reviews,$,Japanese
Jimmy's No 43,4 of 5 bubbles,31 reviews,$$ - $$$,American
Colbeh Restaurant,3.5 of 5 bubbles,53 reviews,$$ - $$$,Mediterranean
desi junction,4.5 of 5 bubbles,2 reviews,,
Esperanto,4 of 5 bubbles,85 reviews,$$ - $$$,Latin
Pita City,3 of 5 bubbles,2 reviews,,Greek
Skyline Restaurant Cafe,5 of 5 bubbles,4 reviews,,
Silver Spurs - La Guardia Place,3.5 of 5 bubbles,58 reviews,$$ - $$$,American
sakaya,5 of 5 bubbles,5 reviews,$$ - $$$,Japanese
Tenzan II,4 of 5 bubbles,20 reviews,$$ - $$$,Japanese
Kitchen Provance,4.5 of 5 bubbles,7 reviews,$$ - $$$,American
Taste of Tokyo,4 of 5 bubbles,25 reviews,$$ - $$$,Japanese
Cosi,4 of 5 bubbles,90 reviews,$,American
Firehouse,4 of 5 bubbles,34 reviews,$$ - $$$,American
Artisinal,3.5 of 5 bubbles,91 reviews,$$$$,French
Top of the Tower,3 of 5 bubbles,63 reviews,$$ - $$$,American
Sushi Masa,4.5 of 5 bubbles,17 reviews,,Sushi
La Linea,4.5 of 5 bubbles,3 reviews,,
26 Seats,4.5 of 5 bubbles,27 reviews,$$ - $$$,French
Blue Ribbon Bakery Market,3.5 of 5 bubbles,2 reviews,,
Mani Market Place,4.5 of 5 bubbles,6 reviews,,Delicatessen
Kum Gang San,3.5 of 5 bubbles,96 reviews,$$ - $$$,Asian
Luscious Thai,4 of 5 bubbles,30 reviews,$$ - $$$,Asian
Zeytuna,4 of 5 bubbles,37 reviews,$,Japanese
Nagomi Japanese Restaurant,3.5 of 5 bubbles,44 reviews,$$ - $$$,Japanese
I Coppi Di Matilda,4.5 of 5 bubbles,17 reviews,$$ - $$$,Italian
Midnight Express,4 of 5 bubbles,35 reviews,$,American
Ray Bari Pizza,4.5 of 5 bubbles,2 reviews,,Pizza
Cafe Europa - Lexington Ave.,4 of 5 bubbles,20 reviews,$,Cafe
Camaje Bistro,4 of 5 bubbles,59 reviews,$$ - $$$,French
Pesce Pasta Tre,4 of 5 bubbles,5 reviews,$$ - $$$,Italian
Amsterdam Restaurant,4.5 of 5 bubbles,2 reviews,,American
Blarney Rock Pub,4.5 of 5 bubbles,183 reviews,$$ - $$$,American
Kawa Sushi,4 of 5 bubbles,16 reviews,,Sushi
Gemini Restaurant,3.5 of 5 bubbles,31 reviews,$,American
Zesty Pizzeria,4 of 5 bubbles,8 reviews,,Pizza
Super Tacos,4.5 of 5 bubbles,6 reviews,$$ - $$$,Mexican
Gardenia Deli,4 of 5 bubbles,8 reviews,$$ - $$$,Delicatessen
Paul & Jimmy's Restaurant,4 of 5 bubbles,45 reviews,$$ - $$$,Italian
BBQ Restaurant,4 of 5 bubbles,75 reviews,$$ - $$$,Barbecue
Vero,4 of 5 bubbles,24 reviews,$$ - $$$,
Spasso,4 of 5 bubbles,77 reviews,$$ - $$$,Italian
Sistina,3.5 of 5 bubbles,70 reviews,$$$$,Italian
Paquito's Restaurant,4.5 of 5 bubbles,18 reviews,,Mexican
Tuscany,4.5 of 5 bubbles,3 reviews,,Italian
Salon De Tapas,3.5 of 5 bubbles,11 reviews,,Spanish
Organique,4 of 5 bubbles,18 reviews,,Healthy
Pizza Mercato,4 of 5 bubbles,18 reviews,$,Italian
Congee,4 of 5 bubbles,25 reviews,$$ - $$$,Chinese
St. Dymphnas,4.5 of 5 bubbles,15 reviews,$$ - $$$,Irish
Odessa,4 of 5 bubbles,48 reviews,$,American
Cafe le Gamin,4 of 5 bubbles,2 reviews,$$ - $$$,French
Automatic Slims,5 of 5 bubbles,7 reviews,,American
Thailand Cafe,4 of 5 bubbles,27 reviews,$$ - $$$,Asian
The Grafton,4.5 of 5 bubbles,11 reviews,$$ - $$$,American
Macdougal St Ale House,4 of 5 bubbles,11 reviews,$,
Hachi Restaurant & Bar,4.5 of 5 bubbles,11 reviews,$$ - $$$,Sushi
Matsu Sushi,4 of 5 bubbles,28 reviews,$$ - $$$,Japanese
Paris Sandwich,4 of 5 bubbles,17 reviews,,Asian
Cafe Riazor,4 of 5 bubbles,29 reviews,$$ - $$$,Spanish
Cafe Rustico,4 of 5 bubbles,18 reviews,$,Italian
Wichcraft,3.5 of 5 bubbles,98 reviews,$$ - $$$,American
Klimat,4.5 of 5 bubbles,7 reviews,$$ - $$$,Polish
The Library,4 of 5 bubbles,33 reviews,$$ - $$$,American
Casa La Femme,3.5 of 5 bubbles,83 reviews,$$$$,Middle Eastern
Daddy-O,4 of 5 bubbles,29 reviews,$$ - $$$,American
Mottsu,4.5 of 5 bubbles,26 reviews,$$ - $$$,Japanese
East Village Tavern,5 of 5 bubbles,5 reviews,$$ - $$$,American
Grassroots Tavern,4 of 5 bubbles,7 reviews,,American
MONO+MONO - East Village,4.5 of 5 bubbles,19 reviews,$$ - $$$,Korean
San Loco,3.5 of 5 bubbles,12 reviews,$,Mexican
Perfecto Ristorante,4 of 5 bubbles,7 reviews,$,Italian
Bruno's,4.5 of 5 bubbles,5 reviews,,Italian
Burger King,3.5 of 5 bubbles,14 reviews,,
Los Feliz,4 of 5 bubbles,23 reviews,$$ - $$$,Mexican
La Carbonara,4 of 5 bubbles,100 reviews,$$ - $$$,Italian
Circus,4.5 of 5 bubbles,39 reviews,$$ - $$$,Latin
Il Mattone,4 of 5 bubbles,10 reviews,$$ - $$$,Italian
Tre Giovani,4 of 5 bubbles,38 reviews,$$ - $$$,Italian
Pearls,4.5 of 5 bubbles,13 reviews,,Chinese
Rathbone's Restaurant,4 of 5 bubbles,15 reviews,$$ - $$$,American
Cipriani Le Specialita,4 of 5 bubbles,36 reviews,$$ - $$$,Italian
Surya,4.5 of 5 bubbles,16 reviews,$$ - $$$,Indian
Sunflower Diner,4 of 5 bubbles,62 reviews,$,American
Dumpling Man,4 of 5 bubbles,58 reviews,$,Chinese
A Slice of New York,3.5 of 5 bubbles,106 reviews,$,Italian
Fresco On the Go,4 of 5 bubbles,27 reviews,$$ - $$$,Italian
Sushi Sen-Nin,4 of 5 bubbles,48 reviews,$$ - $$$,Japanese
Nanking - Manhattan,3 of 5 bubbles,316 reviews,$$ - $$$,Chinese
Yuva,4 of 5 bubbles,63 reviews,$$ - $$$,Indian
Anyway Cafe,4 of 5 bubbles,32 reviews,,
Falafel on Broadway,4.5 of 5 bubbles,6 reviews,,Middle Eastern
Muzzarella Pizza,4.5 of 5 bubbles,9 reviews,,Pizza
Dallas BBQ West Village,4 of 5 bubbles,32 reviews,$$ - $$$,American
